Engine_ID,Cycle,Operational_Setting_1,Operational_Setting_2,Sensor_2,Sensor_3,Sensor_4,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_17,Sensor_20,Sensor_21,Engine_Life,RUL,Engine_Status,Average_Sensor_Value,Sensor_Variability
5,159,-0.0007,-0.0001,642.42,1585.25,1410.83,21.61,553.99,2387.99,9079.84,47.45,521.64,2388.04,8149.84,8.3972,392,39.09,23.3098,269,110,Healthy,1816.7798,2883.5987561121715
5,160,0.0022,0.0004,642.28,1589.77,1407.02,21.61,553.84,2388.02,9082.33,47.11,521.65,2388.01,8156.5,8.4285,394,38.7,23.3987,269,109,Healthy,1817.511146666667,2885.0691228202368
5,161,0.0019,-0.0005,642.04,1587.84,1408.28,21.61,553.85,2387.97,9076.65,47.47,522.19,2388.04,8154.94,8.4065,392,38.94,23.3001,269,108,Healthy,1816.9017733333333,2883.8395396239057
5,162,-0.0017,0.0004,642.07,1586.84,1401.45,21.61,554.61,2388.05,9078.05,47.29,522.25,2388.0,8160.48,8.4047,392,38.9,23.3782,269,107,Healthy,1816.8921933333334,2885.016786476085
5,163,-0.001,0.0004,642.63,1594.42,1403.54,21.61,553.72,2388.03,9072.23,47.49,521.72,2388.0,8164.66,8.4168,392,38.94,23.2216,269,106,Healthy,1817.3752266666665,2884.587788508871
5,164,-0.0019,-0.0001,642.56,1591.76,1397.82,21.61,554.5,2388.05,9081.97,47.55,521.95,2388.06,8154.55,8.431,392,38.9,23.3994,269,105,Healthy,1816.8740266666669,2884.7866916964113
5,165,0.0007,0.0003,642.53,1592.1,1405.58,21.61,553.89,2388.1,9086.9,47.38,522.03,2388.04,8158.97,8.3896,392,38.99,23.2691,269,104,Healthy,1817.9852466666669,2886.3143091807046
5,166,-0.0021,-0.0004,642.7,1587.64,1398.78,21.61,554.41,2388.05,9079.54,47.41,522.02,2388.03,8160.35,8.4194,392,38.94,23.3141,269,103,Healthy,1816.8808999999999,2885.2781504881814
5,167,-0.0004,0.0003,642.54,1585.36,1398.88,21.61,554.44,2388.02,9076.45,47.3,522.33,2388.01,8157.53,8.4001,393,38.97,23.3531,269,102,Healthy,1816.41288,2884.2521285484936
5,168,-0.0004,-0.0004,642.22,1584.33,1406.51,21.61,553.71,2388.04,9085.1,47.22,521.54,2388.05,8153.73,8.4284,395,39.02,23.3666,269,101,Healthy,1817.1916666666666,2885.1264886344293
5,169,-0.003,0.0001,642.61,1584.53,1404.83,21.61,553.94,2388.01,9087.43,47.51,521.47,2387.99,8158.85,8.4577,393,38.89,23.3704,269,100,Warning,1817.4998733333332,2886.409442333468
5,170,0.0009,-0.0004,642.8,1590.51,1406.09,21.61,553.83,2388.06,9088.19,47.57,521.96,2388.01,8163.73,8.3779,392,39.03,23.4814,269,99,Warning,1818.3499533333331,2887.2734385185263
5,171,-0.0032,0.0003,642.41,1585.41,1405.3,21.61,553.62,2387.99,9079.76,47.53,521.62,2388.07,8156.6,8.4307,391,38.85,23.3103,269,98,Warning,1816.7674000000004,2884.754012220938
5,172,0.0019,0.0001,642.05,1581.11,1409.15,21.61,554.47,2388.03,9079.47,47.48,521.97,2388.0,8159.87,8.4525,393,38.98,23.2871,269,97,Warning,1817.1286399999997,2885.0993013321163
5,173,0.0055,0.0,642.61,1578.99,1399.72,21.61,554.43,2388.02,9077.68,47.38,522.11,2388.01,8164.74,8.4031,394,38.81,23.3066,269,96,Warning,1816.6546466666664,2885.6096857826783
5,174,0.001,0.0,642.28,1585.0,1405.4,21.61,553.46,2388.04,9080.43,47.37,521.69,2387.98,8155.5,8.3928,391,38.91,23.4187,269,95,Warning,1816.6987666666669,2884.7104036698966
5,175,-0.0002,0.0004,642.07,1591.64,1407.55,21.61,553.65,2388.06,9078.61,47.45,521.74,2388.02,8156.4,8.4409,391,38.73,23.263,269,94,Warning,1817.2155933333336,2884.4735164182357
5,176,-0.0029,-0.0,642.25,1587.02,1406.02,21.61,553.7,2388.05,9080.61,47.39,521.87,2388.06,8157.38,8.4462,394,39.01,23.2718,269,93,Warning,1817.2458666666666,2884.90191679412
5,177,-0.0043,-0.0002,642.32,1593.2,1404.8,21.61,554.05,2388.04,9078.66,47.49,522.42,2388.07,8163.89,8.4426,392,38.91,23.4318,269,92,Warning,1817.8222933333332,2885.5842596115494
5,178,-0.0022,-0.0004,642.19,1584.35,1400.44,21.61,553.8,2388.05,9088.18,47.28,521.81,2388.05,8158.21,8.4278,392,38.89,23.3663,269,91,Warning,1817.1102733333335,2886.5439864801424
5,179,0.001,0.0002,642.66,1585.57,1404.91,21.61,553.92,2388.03,9083.4,47.33,521.72,2388.06,8163.93,8.4047,393,38.94,23.3704,269,90,Warning,1817.6570066666666,2886.475806408122
5,180,-0.0023,0.0003,642.93,1589.16,1401.28,21.61,554.39,2387.99,9087.2,47.3,521.83,2387.98,8168.65,8.4082,392,38.83,23.3568,269,89,Warning,1818.1943333333336,2887.9312060879424
5,181,0.0012,-0.0,642.13,1585.09,1406.41,21.6,553.92,2388.05,9090.1,47.24,521.95,2388.0,8157.49,8.4198,392,38.63,23.37,269,88,Warning,1817.626653333333,2886.7177252698016
5,182,-0.0015,0.0001,641.97,1587.0,1410.72,21.61,553.43,2388.04,9085.98,47.5,522.09,2388.01,8160.78,8.4283,393,38.84,23.3856,269,87,Warning,1818.05226,2886.396246825809
5,183,0.0004,-0.0003,642.35,1587.85,1414.51,21.61,554.04,2388.03,9082.04,47.57,521.88,2388.05,8162.34,8.446,392,38.86,23.2491,269,86,Warning,1818.1883400000002,2885.9033856487827
5,184,0.0018,-0.0005,642.56,1590.2,1405.85,21.61,553.53,2388.11,9079.23,47.45,522.23,2388.04,8165.19,8.4128,393,38.74,23.3167,269,85,Warning,1817.8313,2885.893350044159
5,185,-0.0014,-0.0004,642.49,1589.31,1409.3,21.61,553.25,2387.98,9090.79,47.38,521.81,2388.02,8167.26,8.4278,393,38.89,23.3935,269,84,Warning,1818.8607533333332,2888.281237658116
5,186,0.0002,-0.0004,641.84,1589.4,1403.46,21.61,554.15,2388.08,9081.96,47.47,521.63,2388.03,8164.25,8.4043,392,38.9,23.3886,269,83,Warning,1817.638193333333,2886.310127158246
5,187,-0.0003,0.0004,642.99,1586.12,1401.97,21.61,553.8,2388.09,9081.99,47.52,521.82,2388.02,8162.51,8.4362,392,38.71,23.322,269,82,Warning,1817.2605466666669,2886.055300073911
5,188,0.0004,-0.0004,642.91,1587.14,1406.65,21.61,553.35,2388.06,9093.76,47.32,521.95,2388.03,8159.18,8.4366,393,38.87,23.2728,269,81,Warning,1818.2359600000002,2887.576773339079
5,189,0.0005,-0.0004,643.18,1582.91,1411.05,21.61,553.77,2387.99,9082.07,47.32,521.53,2387.96,8163.51,8.4415,394,38.79,23.3599,269,80,Warning,1817.8327600000002,2886.0881369079593
5,190,-0.0063,-0.0005,641.95,1592.58,1405.86,21.61,552.91,2388.09,9090.69,47.41,521.8,2388.03,8164.86,8.44,394,38.91,23.3148,269,79,Warning,1818.6969866666666,2887.896925018556
5,191,-0.0042,0.0002,642.4,1580.79,1401.97,21.61,553.1,2388.06,9083.96,47.46,521.68,2388.03,8163.78,8.4429,394,38.95,23.4181,269,78,Warning,1817.176733333333,2886.600055744622
5,192,-0.0008,0.0004,643.06,1589.78,1408.25,21.61,553.33,2388.04,9085.64,47.43,521.74,2388.03,8160.47,8.4332,394,38.96,23.3124,269,77,Warning,1818.1390399999998,2886.2441001347133
5,193,-0.0003,0.0001,642.55,1589.42,1414.49,21.61,552.88,2388.09,9088.74,47.57,521.71,2388.02,8166.44,8.4162,393,38.72,23.2404,269,76,Warning,1818.9931066666663,2887.75205083843
5,194,0.0003,0.0004,642.47,1592.41,1405.27,21.61,553.82,2387.99,9091.05,47.53,521.62,2388.03,8166.57,8.4461,392,38.83,23.2218,269,75,Warning,1818.7245266666666,2888.2704807439577
5,195,-0.0005,-0.0,642.4,1590.34,1421.88,21.61,553.55,2388.08,9084.23,47.36,521.68,2388.04,8163.14,8.4053,394,38.77,23.215,269,74,Warning,1819.1133533333334,2886.302351392552
5,196,0.0025,0.0,642.36,1596.19,1412.29,21.61,553.47,2388.05,9088.43,47.57,521.4,2388.03,8161.26,8.4615,394,38.74,23.3996,269,73,Warning,1819.017406666667,2886.818745895082
5,197,0.0021,-0.0003,642.43,1590.01,1403.3,21.61,553.4,2388.04,9081.19,47.33,521.47,2388.04,8160.68,8.4338,394,38.7,23.3149,269,72,Warning,1817.4632466666667,2885.566634220619
5,198,0.0039,-0.0004,642.75,1591.13,1409.6,21.61,553.37,2388.07,9084.44,47.49,521.25,2388.06,8169.31,8.434,393,38.95,23.3705,269,71,Warning,1818.7223000000004,2887.449972808025
5,199,0.0001,-0.0005,642.77,1595.73,1399.32,21.61,553.35,2388.07,9083.02,47.66,521.76,2388.06,8171.46,8.4662,395,38.82,23.1856,269,70,Warning,1818.55212,2887.53053094734
5,200,0.0028,0.0,642.45,1585.8,1404.94,21.61,553.35,2388.0,9088.92,47.43,521.18,2388.02,8166.87,8.4308,392,38.99,23.1455,269,69,Warning,1818.0757533333333,2888.0061916420614
5,201,-0.0025,0.0003,642.26,1589.08,1407.48,21.61,553.72,2388.05,9093.9,47.51,521.6,2388.07,8172.32,8.4336,393,38.87,23.1862,269,68,Warning,1819.2726533333334,2889.659347319109
5,202,-0.0019,-0.0,642.63,1592.03,1418.05,21.61,553.57,2388.07,9088.82,47.53,521.42,2388.1,8164.59,8.4207,392,38.83,23.281,269,67,Warning,1819.2634466666668,2887.44220036631
5,203,0.0015,0.0004,643.22,1589.02,1406.81,21.61,552.99,2388.06,9092.01,47.52,521.88,2388.07,8164.43,8.4343,395,38.89,23.2729,269,66,Warning,1818.7478133333332,2887.9983273790563
5,204,-0.0005,-0.0,642.67,1595.31,1414.63,21.61,553.85,2388.08,9094.49,47.5,520.88,2388.07,8172.21,8.4085,394,38.72,23.354,269,65,Warning,1820.2521666666667,2889.613876246739
5,205,-0.001,-0.0005,642.58,1584.22,1402.8,21.61,553.92,2388.1,9087.74,47.47,521.79,2388.03,8168.65,8.4667,393,38.66,23.3226,269,64,Warning,1818.023953333333,2888.0330094345877
5,206,0.0012,-0.0004,642.6,1589.26,1412.15,21.61,553.33,2388.07,9091.94,47.53,521.6,2388.1,8166.21,8.4329,393,38.81,23.2004,269,63,Warning,1819.0562200000002,2888.303465831162
5,207,0.0008,-0.0003,642.59,1585.09,1418.64,21.61,553.19,2388.05,9089.76,47.69,521.33,2388.08,8166.66,8.4453,394,38.84,23.3964,269,62,Warning,1819.1581133333334,2887.9010925105113
5,208,-0.0006,-0.0001,643.29,1598.96,1410.31,21.61,553.17,2388.09,9099.3,47.42,521.75,2388.03,8171.3,8.4586,393,38.92,23.2974,269,61,Warning,1820.4604,2890.3646276939116
5,209,-0.0002,0.0001,642.75,1588.4,1407.83,21.61,552.95,2388.02,9094.19,47.79,521.94,2388.03,8171.8,8.4047,394,38.83,23.3604,269,60,Warning,1819.3270066666669,2889.5759195705746
5,210,0.0015,0.0004,643.25,1601.16,1414.9,21.61,553.48,2388.01,9097.87,47.56,521.56,2388.02,8171.74,8.4438,394,38.75,23.3408,269,59,Warning,1820.9129733333332,2890.079300187336
5,211,0.0004,-0.0001,642.81,1593.96,1410.44,21.61,553.41,2388.05,9102.5,47.45,520.91,2388.05,8172.92,8.4713,394,38.66,23.2832,269,58,Warning,1820.434966666667,2891.228954607933
5,212,-0.0026,-0.0001,643.46,1588.53,1407.63,21.61,553.14,2388.04,9092.25,47.74,521.0,2388.08,8171.49,8.4559,394,38.65,23.17,269,57,Warning,1819.1497266666668,2889.2005044954376
5,213,-0.0027,0.0001,642.61,1592.49,1411.76,21.61,553.11,2388.01,9101.41,47.64,521.22,2388.03,8169.99,8.4424,394,38.81,23.2581,269,56,Warning,1820.1593666666665,2890.559857902807
5,214,-0.0007,-0.0,642.41,1590.22,1415.59,21.61,553.06,2388.04,9100.18,47.56,521.9,2388.02,8175.95,8.41,394,38.75,23.2393,269,55,Warning,1820.5959533333335,2891.2427159695644
5,215,0.003,-0.0,643.25,1598.9,1414.35,21.61,552.63,2388.01,9095.98,47.58,521.17,2388.02,8178.3,8.4817,393,38.81,23.1971,269,54,Warning,1820.8859200000002,2890.8629855382233
5,216,0.0014,-0.0004,642.33,1597.02,1419.51,21.61,553.25,2388.04,9099.24,47.6,520.88,2388.08,8171.42,8.4257,394,38.67,23.2079,269,53,Warning,1820.885573333333,2890.317766276388
5,217,-0.001,0.0004,642.69,1590.44,1411.58,21.61,553.41,2388.09,9103.2,47.58,521.49,2388.1,8174.26,8.4691,395,38.59,23.2088,269,52,Warning,1820.5145266666664,2891.525214232434
5,218,-0.0014,0.0001,643.14,1593.78,1412.19,21.61,553.2,2388.04,9096.54,47.55,521.84,2388.12,8174.29,8.4446,393,38.77,23.0964,269,51,Warning,1820.240733333333,2890.358859017016
5,219,-0.0027,-0.0002,642.85,1591.7,1410.72,21.61,552.88,2388.11,9100.47,47.71,521.26,2388.11,8177.08,8.4295,394,38.49,23.2752,269,50,Critical,1820.4463133333334,2891.5309380051276
5,220,-0.0011,-0.0,642.63,1591.54,1412.16,21.61,553.48,2388.13,9102.11,47.59,521.68,2388.11,8173.86,8.4664,395,38.78,23.1496,269,49,Critical,1820.5530666666668,2891.242357186712
5,221,0.0034,0.0001,642.84,1599.89,1411.56,21.61,553.3,2388.04,9102.51,47.68,520.67,2388.1,8179.15,8.4499,393,38.75,23.2008,269,48,Critical,1821.2500466666665,2892.2012792048777
5,222,-0.0009,0.0003,642.6,1593.52,1413.57,21.61,553.17,2388.09,9103.0,47.7,520.92,2388.09,8173.81,8.4755,396,38.81,23.253,269,47,Critical,1820.8412333333335,2891.357037819864
5,223,0.0015,-0.0003,642.33,1598.78,1414.61,21.61,553.29,2388.06,9101.35,47.72,520.86,2388.06,8173.18,8.4987,394,38.82,23.2127,269,46,Critical,1820.9587600000002,2890.996765219467
5,224,0.0017,0.0005,642.94,1594.2,1409.75,21.61,553.0,2388.03,9105.9,47.47,521.18,2388.08,8180.08,8.4638,396,38.88,23.3276,269,45,Critical,1821.2607600000001,2892.888048346145
5,225,0.0009,-0.0004,642.92,1592.04,1420.41,21.61,553.01,2388.08,9102.44,47.71,520.41,2388.1,8179.37,8.4576,394,38.7,23.1596,269,44,Critical,1821.3611466666666,2892.161109381532
5,226,-0.0031,-0.0001,642.71,1595.56,1410.58,21.61,553.43,2388.07,9107.22,47.59,521.33,2388.07,8177.69,8.4653,395,38.8,23.3102,269,43,Critical,1821.2957,2892.7572969468665
5,227,0.0013,-0.0001,642.72,1597.53,1409.96,21.61,552.61,2388.09,9111.64,47.85,521.23,2388.05,8181.18,8.4805,394,38.66,23.2685,269,42,Critical,1821.7919333333334,2894.1553910460943
5,228,0.0011,-0.0001,642.73,1595.91,1416.9,21.61,553.26,2388.14,9097.12,47.75,520.64,2388.12,8173.52,8.4462,395,38.91,23.2278,269,41,Critical,1820.7522666666666,2890.241769053119
5,229,-0.0018,-0.0004,643.36,1599.17,1410.49,21.61,552.54,2388.07,9102.33,47.64,521.14,2388.05,8178.67,8.4722,395,38.76,23.245,269,40,Critical,1821.2364799999998,2892.029477241297
5,230,-0.0011,0.0003,643.4,1595.61,1422.13,21.61,552.73,2388.15,9107.89,47.69,521.21,2388.09,8181.46,8.4637,393,38.6,23.2551,269,39,Critical,1822.219253333333,2893.438250768123
5,231,0.0022,0.0003,642.73,1585.5,1418.89,21.61,552.79,2388.1,9097.5,47.82,521.18,2388.04,8181.82,8.4484,395,38.68,23.2363,269,38,Critical,1820.7563133333335,2891.65536655974
5,232,-0.0011,-0.0001,642.72,1599.3,1412.06,21.61,552.8,2388.1,9103.71,47.8,520.94,2388.16,8185.5,8.4974,392,38.56,23.2672,269,37,Critical,1821.6683066666665,2893.4580157744963
5,233,0.0002,-0.0004,643.7,1596.32,1410.89,21.61,553.12,2388.15,9110.31,47.78,521.04,2388.09,8181.22,8.4873,393,38.55,23.2345,269,36,Critical,1821.7001200000002,2893.927046256045
5,234,0.0019,0.0002,642.34,1603.24,1414.62,21.61,552.73,2388.14,9118.34,47.67,521.07,2388.12,8182.23,8.4239,393,38.78,23.1835,269,35,Critical,1822.8998266666667,2895.5056221809764
5,235,-0.0026,-0.0002,643.17,1597.63,1414.36,21.61,552.8,2388.11,9117.65,47.73,520.52,2388.13,8183.27,8.4749,394,38.75,23.2203,269,34,Critical,1822.6283466666669,2895.5285531915915
5,236,0.0016,-0.0002,643.25,1593.6,1413.45,21.61,553.3,2388.09,9114.68,47.78,521.03,2388.09,8182.36,8.4957,394,38.67,23.1579,269,33,Critical,1822.10424,2894.850992678469
5,237,0.0003,-0.0002,643.68,1589.94,1416.89,21.61,553.0,2388.06,9117.53,47.98,521.55,2388.06,8185.55,8.4604,396,38.71,23.17,269,32,Critical,1822.6793599999996,2895.7501899275726
5,238,0.0011,-0.0004,643.14,1595.09,1420.25,21.61,553.35,2388.08,9114.28,47.77,520.63,2388.06,8178.71,8.4438,395,38.67,23.0958,269,31,Critical,1822.4119733333332,2894.114099852439
5,239,-0.0038,0.0002,643.05,1601.15,1418.73,21.61,553.54,2388.16,9120.67,47.85,521.51,2388.09,8185.64,8.4813,394,38.72,23.192,269,30,Critical,1823.6262199999999,2896.326330050848
5,240,0.001,0.0001,643.41,1587.88,1420.74,21.61,552.8,2388.06,9125.04,47.84,521.47,2388.15,8187.08,8.4942,395,38.67,23.1828,269,29,Critical,1823.2951333333333,2897.3743490171314
5,241,0.0007,0.0,642.99,1592.89,1428.4,21.61,552.57,2388.1,9117.35,47.57,521.03,2388.07,8187.67,8.487,395,38.66,23.2378,269,28,Critical,1823.5756533333333,2896.022113791438
5,242,0.0021,-0.0005,643.07,1603.83,1416.36,21.61,552.37,2388.13,9116.12,47.91,521.5,2388.06,8186.92,8.5047,395,38.47,23.2526,269,27,Critical,1823.4071533333338,2895.7226364763465
5,243,0.0029,0.0001,643.25,1599.63,1418.14,21.61,552.95,2388.12,9125.43,47.95,520.69,2388.18,8187.52,8.4759,395,38.78,23.0681,269,26,Critical,1823.9196000000002,2897.4954119507124
5,244,0.0002,-0.0001,642.95,1591.37,1422.41,21.61,553.16,2388.11,9123.41,47.83,520.75,2388.13,8189.79,8.481,396,38.46,23.0463,269,25,Critical,1823.7004866666668,2897.4763086999046
5,245,0.001,0.0001,643.13,1599.31,1421.8,21.61,552.46,2388.13,9114.21,47.96,520.54,2388.18,8195.26,8.4866,393,38.68,23.2506,269,24,Critical,1823.733813333333,2896.7472698781326
5,246,-0.0003,-0.0001,643.49,1600.21,1422.59,21.61,552.52,2388.15,9130.35,47.79,520.38,2388.12,8193.04,8.4931,396,38.58,23.2279,269,23,Critical,1824.970066666667,2899.1882034378664
5,247,0.0005,0.0,643.4,1601.11,1416.75,21.61,551.86,2388.12,9124.41,47.87,520.01,2388.11,8190.88,8.482,395,38.76,23.1255,269,22,Critical,1823.9664999999998,2897.897050894228
5,248,0.0001,0.0001,643.45,1594.09,1422.62,21.61,552.66,2388.07,9122.01,48.03,520.51,2388.1,8192.6,8.4656,395,38.6,23.196,269,21,Critical,1823.9341066666666,2897.6700928451664
5,249,-0.0041,0.0002,643.56,1597.93,1423.94,21.61,551.98,2388.16,9127.54,47.9,520.36,2388.13,8197.28,8.5371,395,38.57,23.2299,269,20,Critical,1824.9151333333332,2899.3919087074496
5,250,0.0004,0.0004,643.14,1596.58,1425.52,21.61,552.79,2388.14,9121.08,47.85,520.57,2388.12,8197.41,8.4391,396,38.55,23.0257,269,19,Critical,1824.5883199999996,2898.2033456715285
5,251,-0.0031,0.0002,643.59,1599.58,1423.26,21.61,551.47,2388.13,9130.2,47.72,520.49,2388.16,8195.27,8.4868,396,38.67,23.125,269,18,Critical,1825.0507866666665,2899.5386890554305
5,252,-0.0013,-0.0001,643.71,1598.85,1419.15,21.61,551.81,2388.12,9128.7,47.82,520.42,2388.1,8191.41,8.4737,396,38.61,23.239,269,17,Critical,1824.4015133333335,2898.688880802323
5,253,0.0032,-0.0004,643.59,1602.52,1423.22,21.61,551.61,2388.11,9129.89,48.08,520.82,2388.16,8193.67,8.509,396,38.48,23.1336,269,16,Critical,1825.1601733333332,2899.1919538122725
5,254,0.0043,-0.0005,643.3,1591.58,1424.36,21.61,551.48,2388.11,9133.91,47.85,520.07,2388.18,8198.61,8.516,396,38.38,23.0446,269,15,Critical,1825.0000400000001,2900.795815939938
5,255,-0.0015,-0.0003,643.46,1594.11,1428.03,21.61,551.73,2388.18,9134.42,48.19,520.38,2388.16,8199.45,8.4968,396,38.67,23.2145,269,14,Critical,1825.606753333333,2900.9127984293445
5,256,0.0007,0.0005,643.66,1602.29,1431.89,21.61,551.4,2388.12,9129.24,47.82,520.46,2388.09,8203.61,8.5036,396,38.49,23.0656,269,13,Critical,1826.28328,2900.5810778827818
5,257,0.0011,0.0004,643.22,1604.25,1424.27,21.61,552.21,2388.05,9122.22,48.27,519.88,2388.16,8202.02,8.5263,395,38.61,23.2326,269,12,Critical,1825.3019266666668,2899.1408243945893
5,258,0.0007,-0.0002,643.44,1596.35,1427.69,21.61,552.5,2388.16,9137.48,48.06,520.59,2388.11,8200.61,8.5105,396,38.4,23.1169,269,11,Critical,1826.0418266666668,2901.6261797092066
5,259,-0.0018,-0.0003,643.78,1608.65,1420.14,21.61,551.42,2388.21,9136.26,48.05,520.12,2388.15,8203.36,8.539,397,38.34,23.0195,269,10,Critical,1826.4432333333332,2901.8565209973085
5,260,0.0046,-0.0004,643.25,1607.39,1425.28,21.61,552.24,2388.17,9129.69,47.96,520.06,2388.11,8205.66,8.4948,396,38.74,23.1449,269,9,Critical,1826.3866466666666,2901.000043942832
5,261,0.0014,0.0005,643.27,1600.6,1421.13,21.61,552.07,2388.16,9133.37,48.13,520.63,2388.14,8201.38,8.495,396,38.52,23.1152,269,8,Critical,1825.6413466666665,2901.058442006405
5,262,-0.001,0.0001,643.56,1601.82,1424.81,21.61,552.49,2388.16,9134.01,47.86,519.95,2388.23,8205.75,8.4983,395,38.54,23.0929,269,7,Critical,1826.2254133333333,2901.8649236022798
5,263,-0.0013,-0.0003,643.95,1608.2,1421.15,21.61,551.57,2388.14,9140.04,48.04,520.05,2388.15,8211.55,8.5201,397,38.42,23.1361,269,6,Critical,1827.3017466666668,2903.7989651410767
5,264,0.004,-0.0005,643.77,1606.55,1425.39,21.61,551.7,2388.17,9149.72,48.26,519.83,2388.19,8207.19,8.5297,397,38.37,23.1132,269,5,Critical,1827.826193333333,2904.825812859463
5,265,0.0028,-0.0003,643.8,1605.53,1424.57,21.61,551.37,2388.16,9148.96,48.03,519.8,2388.1,8203.89,8.541,395,38.35,23.0857,269,4,Critical,1827.2531133333332,2904.2761825444572
5,266,0.0,-0.0002,643.38,1609.33,1434.4,21.61,552.35,2388.2,9147.43,48.24,519.57,2388.14,8208.49,8.5254,398,38.55,23.1621,269,3,Critical,1828.6251666666665,2904.469052540549
5,267,0.0018,0.0001,643.73,1609.41,1430.25,21.61,551.55,2388.1,9147.65,48.26,519.66,2388.17,8206.86,8.5292,397,38.49,23.0566,269,2,Critical,1828.1550533333334,2904.3454432359154
5,268,0.0033,-0.0002,644.02,1608.65,1434.59,21.61,552.22,2388.15,9146.01,48.15,520.1,2388.14,8215.19,8.5196,397,38.52,23.118,269,1,Critical,1828.9325066666668,2905.277319552398
5,269,0.0022,0.0003,643.46,1597.28,1430.74,21.61,550.77,2388.18,9157.05,48.26,519.86,2388.16,8212.75,8.5209,397,38.45,23.0296,269,0,Critical,1828.3413666666668,2907.054306676691
6,1,-0.0019,0.0003,642.73,1584.4,1412.34,21.61,552.99,2388.12,9037.26,47.56,521.69,2388.12,8116.86,8.4286,394,38.94,23.3086,188,187,Healthy,1811.8904799999998,2870.710410451099
6,2,0.0021,-0.0004,642.07,1590.38,1401.1,21.61,553.02,2388.09,9045.95,47.65,521.03,2388.07,8126.01,8.4343,393,38.89,23.2645,188,186,Healthy,1812.5712533333337,2873.861789736705
6,3,-0.0031,0.0001,642.57,1588.18,1405.86,21.61,552.76,2388.13,9044.75,47.49,521.68,2388.11,8125.49,8.4072,392,38.79,23.2163,188,185,Healthy,1812.6029,2873.552231821287
6,4,0.0006,0.0,641.97,1589.4,1401.21,21.61,553.1,2388.1,9036.97,47.38,521.84,2388.14,8117.06,8.4012,394,38.83,23.3215,188,184,Healthy,1811.42218,2870.801075106842
6,5,0.0029,-0.0005,642.62,1595.13,1409.67,21.61,553.27,2388.15,9040.85,47.49,521.37,2388.18,8124.1,8.4583,394,38.87,23.324,188,183,Healthy,1813.1394866666667,2872.4690782454404
6,6,0.0038,0.0002,642.33,1589.59,1408.46,21.61,553.91,2388.15,9039.36,47.49,521.29,2388.15,8121.04,8.4994,393,38.88,23.2869,188,182,Healthy,1812.3364200000003,2871.788790908598
6,7,-0.0003,0.0005,642.44,1586.65,1403.63,21.61,553.28,2388.11,9049.25,47.49,521.38,2388.08,8121.85,8.4163,395,38.85,23.2894,188,181,Healthy,1812.6217133333332,2873.705877304302
6,8,0.0004,-0.0003,642.33,1586.78,1404.99,21.61,553.89,2388.16,9041.47,47.69,521.71,2388.17,8123.6,8.4739,393,38.93,23.287,188,180,Healthy,1812.2727266666668,2872.598192231365
6,9,0.0012,-0.0004,643.36,1585.15,1407.48,21.61,553.54,2388.15,9040.9,47.6,522.21,2388.1,8126.08,8.4614,393,38.73,23.3138,188,179,Healthy,1812.5123466666666,2872.844970935031
6,10,0.0,-0.0003,642.81,1587.89,1414.99,21.61,553.28,2388.15,9034.79,47.45,521.08,2388.14,8122.22,8.4129,391,38.75,23.2454,188,178,Healthy,1812.2545533333334,2871.1933061651584
6,11,0.0039,-0.0005,642.5,1586.81,1401.78,21.61,552.84,2388.19,9046.12,47.67,521.55,2388.15,8123.31,8.4694,394,38.98,23.3941,188,177,Healthy,1812.3582333333336,2873.413208796221
6,12,-0.0033,-0.0,642.28,1594.5,1404.65,21.61,552.36,2388.13,9040.82,47.4,521.25,2388.07,8122.73,8.4313,394,38.86,23.3945,188,176,Healthy,1812.5657199999998,2872.3456274752066
6,13,0.002,0.0002,642.37,1589.99,1409.91,21.61,553.67,2388.12,9044.29,47.6,520.78,2388.11,8122.02,8.4537,394,38.93,23.3845,188,175,Healthy,1812.8825466666667,2872.7891943216173
6,14,-0.0035,0.0003,642.91,1592.99,1406.48,21.61,553.98,2388.15,9039.81,47.61,521.79,2388.15,8123.95,8.4495,393,38.84,23.3262,188,174,Healthy,1812.73638,2872.289446858975
6,15,-0.001,-0.0004,642.55,1584.5,1410.62,21.61,553.84,2388.11,9037.5,47.59,521.53,2388.15,8117.53,8.4468,394,38.64,23.3293,188,173,Healthy,1811.8630733333334,2870.869463566433
6,16,0.0003,0.0002,643.02,1589.35,1411.03,21.61,553.15,2388.1,9045.23,47.68,521.48,2388.1,8124.29,8.4485,394,38.88,23.3919,188,172,Healthy,1813.1840266666666,2873.2797208858065
6,17,0.0015,-0.0005,643.11,1588.67,1411.59,21.61,552.85,2388.08,9042.32,47.49,521.35,2388.12,8122.36,8.445,392,38.87,23.2692,188,171,Healthy,1812.675613333333,2872.547911350939
6,18,0.003,0.0005,642.68,1587.04,1410.2,21.61,552.43,2388.1,9036.7,47.7,521.41,2388.17,8118.77,8.4504,392,38.9,23.4346,188,170,Healthy,1811.839666666667,2871.0039440565497
6,19,0.0031,-0.0,642.19,1588.21,1408.93,21.61,552.77,2388.13,9048.39,47.59,522.16,2388.08,8126.26,8.4358,394,38.87,23.2571,188,169,Healthy,1813.2588599999997,2874.209679926871
